epoch,train_loss,train_acc,train_f1,train_precision,train_recall,val_loss,val_acc,val_f1,val_precision,val_recall,best_epoch
0,1.1362170357453196,49.91680532445923,48.13019692314668,47.575315540165796,49.91680532445923,1.0002711506353483,60.76923076923077,57.176598469281394,57.04963053141191,60.76923076923077,0
1,0.8164521753787994,65.72379367720465,63.134367375846004,63.31056378969162,65.72379367720465,0.830024015572336,67.6923076923077,65.77936248149014,65.61865996756447,67.6923076923077,0
2,0.710894102328702,73.71048252911814,71.87132578741333,72.38677126742046,73.71048252911814,0.9198465479744805,63.84615384615385,59.30840414646084,67.62703489884018,63.84615384615384,0
3,0.4961072516284491,82.52911813643927,81.9833323516844,82.30323306730048,82.52911813643927,0.7156326307190789,72.3076923076923,71.35305719921105,71.22344322344323,72.3076923076923,0
4,0.4427016310785946,81.86356073211314,81.59861082680703,81.63529753343848,81.86356073211314,0.818137787696388,71.53846153846153,70.06562903272521,72.1111111111111,71.53846153846153,0
5,0.3670706139191201,88.18635607321131,88.03446891663697,88.09371813160254,88.18635607321131,0.9135716491275363,63.07692307692308,62.79636387827641,71.94361194361196,63.07692307692307,0
6,0.29580411628672953,91.18136439267886,91.14627167961797,91.24977016486821,91.18136439267886,1.0381271888812382,69.23076923076923,68.97774721304133,75.76126206450749,69.23076923076923,0
7,0.24107483519535317,91.68053244592346,91.63537984070807,91.63894986801967,91.68053244592346,0.7912223018291924,80.0,79.14498208615855,80.136476426799,80.0,0
8,0.2149763910197898,93.34442595673876,93.27595448849115,93.34841183823767,93.34442595673876,0.4986039300759633,79.23076923076923,78.97059639421266,80.90849126718692,79.23076923076923,0
9,0.2011807666797387,92.5124792013311,92.48376830397031,92.56166100913214,92.5124792013311,0.9498406352682246,73.84615384615384,72.74551904406273,75.49178375803763,73.84615384615385,0
10,0.1259678256158766,95.84026622296173,95.83402780603139,95.85639356687707,95.84026622296173,0.8932206136071019,73.84615384615384,72.74099693133259,74.97752441057395,73.84615384615385,0
11,0.10873624221666862,96.50582362728785,96.47907057537566,96.48849406013613,96.50582362728785,0.8474173347155253,74.61538461538461,73.99973500832722,75.62085257737431,74.61538461538461,0
12,0.10709425473683759,96.1730449251248,96.17860512653463,96.20536566361507,96.1730449251248,1.161053602454356,76.15384615384616,75.17007061196914,77.54544306268444,76.15384615384615,11
13,0.10937021378623812,96.83860232945092,96.83318086534433,96.85692518772365,96.83860232945092,0.9465107139613893,70.0,69.30399183084604,77.36439842209073,70.0,11
14,0.1295815791052423,95.6738768718802,95.67623394523527,95.8021268278977,95.6738768718802,0.9841376940926744,76.92307692307692,76.09393125605465,78.27503701971787,76.92307692307693,11
15,0.08190206070675661,97.17138103161398,97.16397925049657,97.16461603891292,97.17138103161398,0.926902094648944,80.0,79.15216946247237,81.3570785939207,80.0,11
16,0.10975817810302894,95.6738768718802,95.6616084919378,95.66411140091866,95.6738768718802,0.7082111831340525,80.76923076923077,80.38484774718953,80.8215705246782,80.76923076923077,11
17,0.07215316121858593,98.00332778702163,98.00456024230813,98.01548833379839,98.00332778702163,0.9604337210766971,75.38461538461539,74.49466272995684,76.37844181961829,75.38461538461539,16
18,0.07258617502980326,98.16971713810317,98.16760042085781,98.19467245198598,98.16971713810317,0.7216142104524705,74.61538461538461,73.89047944156866,73.8670791459253,74.61538461538461,16
19,0.0522065457005642,99.00166389351082,98.99992688727598,99.01214791542507,99.00166389351082,0.7308225863509707,78.46153846153847,77.82248520710058,78.08058608058607,78.46153846153847,16
20,0.07865004791682095,97.33777038269551,97.34063678343573,97.35017240115248,97.33777038269551,0.9937505934180485,74.61538461538461,72.51592098653401,77.74315880198233,74.61538461538461,16
