epoch,train_total_loss,train_kd_loss,train_ce_loss,train_acc,train_f1,train_precision,train_recall,val_total_loss,val_kd_loss,val_ce_loss,val_acc,val_f1,val_precision,val_recall,best_epoch
0,5.001613780071861,6.268225682409186,1.2017781852107299,51.58069883527454,48.75391993980269,47.471793667932495,51.58069883527454,3.108925210105048,3.6987274885177612,1.3395183999091387,59.23076923076923,50.000421321176034,61.61764705882352,59.23076923076923,-1
1,4.037209962543688,5.00753212602515,1.1262434924903668,64.72545757071548,59.40143622606542,61.874714923725826,64.72545757071548,2.808058023452759,3.3234485255347357,1.2618865643938382,66.92307692307692,63.74697309630797,67.99553894381481,66.92307692307692,-1
2,3.2199661606236507,4.02732337148566,0.7978946068569234,75.7071547420965,73.582943936363,75.2796614911389,75.7071547420965,2.817739109198252,3.3037188053131104,1.3597998205417146,68.46153846153847,66.603663003663,67.02099450201918,68.46153846153847,-1
3,2.7840684683699357,3.4783734334142586,0.7011536475467054,79.20133111480865,77.13203358197077,78.8709213157939,79.20133111480865,2.7431365019745297,3.1807354754871793,1.4303396313916892,72.3076923076923,71.51915853883798,73.68927125506073,72.3076923076923,-1
4,2.2711631106702903,2.8491350584908535,0.5372472565719172,83.36106489184692,82.86293800312073,83.21658261137938,83.36106489184692,2.610949913660685,3.1728348467085095,0.9252950416670905,77.6923076923077,77.61445775377665,78.96829836829835,77.6923076923077,-1
5,1.9301469294648421,2.433802461937854,0.41918027057851615,87.0216306156406,86.6725739237788,86.84436532974203,87.0216306156406,2.486808465586768,2.828219347529941,1.462575730492568,72.3076923076923,71.33894961226805,72.29958380113179,72.3076923076923,-1
6,1.5329030407102484,1.9381485487285413,0.317166481265112,90.34941763727122,90.1237727974281,90.47957731191107,90.34941763727122,2.447943541738722,2.856854180494944,1.221211437187675,79.23076923076923,78.70539775996899,79.59803354540198,79.23076923076923,-1
7,1.5202953486066115,1.9223123663350155,0.31424427038597824,90.34941763727122,90.27826182230861,90.52696534806032,90.34941763727122,2.306241512298584,2.791181299421522,0.8514219648722146,76.92307692307692,76.31927407972765,76.27590711175617,76.92307692307693,-1
8,1.2576571138281571,1.6031969268071025,0.2210377451326502,93.34442595673877,93.28558067421467,93.35504799631988,93.34442595673876,2.066494451628791,2.4600363042619495,0.8858689363631937,79.23076923076923,78.60944043169106,81.67386185243328,79.23076923076923,-1
9,0.9529116279200504,1.2187279666724957,0.155462590548651,94.17637271214642,94.13225746878823,94.30014792348594,94.17637271214643,4.646217722031805,5.351400855514738,2.530668085630168,65.38461538461539,63.26799565412453,79.63360725025291,65.38461538461539,-1
10,0.9129633613322911,1.1687079558247013,0.14572958405570766,95.50748752079866,95.4874540122683,95.49378340215536,95.50748752079868,2.4528135789765253,2.978578997982873,0.8755174693134096,76.15384615384616,76.2385171996062,77.00954323158025,76.15384615384615,-1
11,0.9955460727214813,1.2728513989009356,0.16363009893163843,94.0099833610649,93.95758943025129,94.03075048589915,94.0099833610649,2.718885494603051,3.114130904277166,1.5331492386030732,73.84615384615384,72.66568782075122,75.99949776998956,73.84615384615385,11
12,0.8161922207004145,1.0463312668235678,0.12577510451113708,96.00665557404326,95.97944764179435,95.99802499177011,96.00665557404326,2.3528122438324823,2.7232640153831906,1.2414569749509812,79.23076923076923,78.79207212540547,80.59150483771357,79.23076923076923,12
13,0.9520803015483054,1.2180037451417822,0.15430998991513134,95.00831946755407,94.98904387249792,95.03387488030992,95.00831946755409,2.6411189834276834,3.0987885925504894,1.2681100431986527,80.76923076923077,80.14366219860725,81.20416163395586,80.76923076923077,12
14,0.7971377498225162,1.019339113643295,0.1305336736779856,95.50748752079866,95.50260793479907,95.52763651601929,95.50748752079868,2.905056440167957,3.377010146776835,1.4891956066324685,72.3076923076923,71.6961348344327,77.78590291305633,72.3076923076923,12
15,0.7130794446719321,0.915044084975594,0.10718552397233189,96.33943427620632,96.31323965611882,96.33285684177444,96.33943427620633,3.040681411822637,3.582008613480462,1.4166994700596358,73.84615384615384,71.99166507603232,76.03981084838084,73.84615384615385,12
16,0.7159418698988462,0.9171093137640702,0.11243954612750952,97.17138103161398,97.14798485048793,97.20076299870493,97.17138103161398,2.659240378273858,3.054914461241828,1.4722181148463278,76.15384615384616,75.12664791329026,77.54093944276332,76.15384615384615,12
17,0.6124672783832801,0.7910976449125692,0.07657618850077454,97.50415973377704,97.49201295324127,97.48952047380699,97.50415973377704,2.5682273788584604,2.9463007847468057,1.434007074097786,79.23076923076923,78.40130506036778,79.283146969242,79.23076923076923,12
18,0.618164393070497,0.7954951971769333,0.08617201835333713,97.00499168053244,96.9967693219006,97.03473731302996,97.00499168053244,2.4099999335077076,2.7930695613225303,1.2607912237031593,78.46153846153847,77.57396893535507,80.61721285250698,78.46153846153847,12
19,0.5506686583945626,0.7100181132555008,0.0726202923228572,97.8369384359401,97.81817852091301,97.88458966173528,97.8369384359401,3.585495707061556,4.133655508359273,1.9410163147576138,76.92307692307692,76.15127215127215,78.7367206762332,76.92307692307693,12
20,0.5836674731812979,0.7527943410371479,0.07628687282435988,96.83860232945092,96.83501932054303,96.88787154230518,96.83860232945092,2.9101163032982083,3.3664765043391123,1.5410356426776464,75.38461538461539,74.19833697514186,75.53205128205128,75.38461538461539,12
21,0.4811236591715562,0.6237573509937838,0.05322259239925954,98.50249584026622,98.50302325583044,98.50942406912849,98.50249584026622,2.278658154937956,2.695927451054255,1.026850322526621,80.76923076923077,80.27747252747254,80.56026440641826,80.76923076923077,21
22,0.5130163909573304,0.6634436265418404,0.06173467757425418,98.33610648918469,98.33309691969643,98.34111769898368,98.33610648918469,1.8185034924083285,2.1825890938440957,0.7262467361158795,81.53846153846153,81.40567765567766,81.72322036937422,81.53846153846153,22
23,0.4773998174228166,0.6232770771572465,0.03976805184011985,99.00166389351081,99.00028604067973,99.0048881054973,99.00166389351082,2.568107000655598,2.9987520343727536,1.2761719385622807,81.53846153846153,81.20392401368622,82.10645046010899,81.53846153846153,22
24,0.4785832809774499,0.6219277993628853,0.048549716851036796,98.33610648918469,98.32954559714787,98.34431053064098,98.33610648918469,2.879948428935475,3.342941688166724,1.4909691035540567,79.23076923076923,78.56030389363721,78.66734143049932,79.23076923076923,22
25,0.4753306041422643,0.6157537439936086,0.054061184664820565,98.16971713810317,98.17069083776163,98.20773370075936,98.16971713810317,2.416561040613386,2.8240188492669,1.1941877516348742,83.07692307692308,82.59253880295192,82.97946647946648,83.07692307692308,22
