epoch,train_loss,train_acc,train_f1,train_precision,train_recall,val_loss,val_acc,val_f1,val_precision,val_recall,best_epoch
0,0.9972822007380033,62.89517470881864,58.09880282283386,55.38886134283746,62.89517470881864,1.0151221282301575,64.61538461538461,59.24283660264968,56.65808132479954,64.61538461538461,0
1,0.6834588890012941,74.5424292845258,70.39115322194574,77.72910797059052,74.5424292845258,0.5954577978700399,79.23076923076923,74.45957565758489,70.29728667244312,79.23076923076923,0
2,0.5727140840731169,78.70216306156405,74.9307557126662,79.34799023844606,78.70216306156405,0.6108219767257752,76.92307692307692,72.67642782727683,69.13469364523748,76.92307692307693,0
3,0.5214860039322,80.69883527454242,78.6637390710584,79.82686214814758,80.69883527454242,0.5425836535076896,76.92307692307692,73.55048319114815,74.40709143073676,76.92307692307693,0
4,0.5015101515148815,82.02995008319468,80.31082845350532,82.6316226167106,82.02995008319468,0.40144694798315567,80.76923076923077,79.69074173496871,80.1053341068869,80.76923076923077,0
5,0.4482137588293929,83.52745424292846,83.07575809665876,83.19456141352684,83.52745424292846,0.3880751982667587,80.76923076923077,80.23691014867487,79.89320935474781,80.76923076923077,0
6,0.39349737881045593,84.35940099833611,83.93231687266743,84.1722054619943,84.35940099833611,0.43446017537240145,77.6923076923077,77.16814645619884,77.13286713286713,77.6923076923077,0
7,0.385994076336685,87.0216306156406,86.83111366607046,86.91392893915776,87.0216306156406,0.48241579775074367,83.07692307692308,82.68218763184439,83.40252575648759,83.07692307692308,0
8,0.3416498181851287,86.85524126455907,86.67764984833465,86.81224173975372,86.85524126455907,0.5697299713860452,80.76923076923077,80.7820512820513,81.81080541080541,80.76923076923077,0
9,0.36745688064317955,86.02329450915141,85.85265199920232,85.80778409983995,86.02329450915141,0.3917412547032452,86.15384615384616,85.89295463388986,86.2429542268252,86.15384615384616,0
10,0.30201330339830174,88.01996672212978,87.80279426951263,87.96383015417094,88.01996672212978,0.3544248218337695,85.38461538461539,85.09598583141599,85.62663526949241,85.38461538461539,0
11,0.28099016060954646,88.6855241264559,88.57900380260413,88.58180884622627,88.6855241264559,0.33932442467226387,84.61538461538461,84.22697780385455,84.05270655270657,84.61538461538461,0
12,0.2723955347349769,90.51580698835274,90.39713264649937,90.688263684093,90.51580698835274,0.45720411083311774,80.76923076923077,78.30139451192083,77.63775999705148,80.76923076923077,11
13,0.2886765558076532,89.18469217970049,89.0748942101799,89.05811761294609,89.18469217970049,0.424053684135692,82.3076923076923,82.23944335519288,83.49350351030081,82.3076923076923,11
14,0.22464462369680405,91.68053244592346,91.5955604788928,91.7980225350138,91.68053244592346,0.4413794877473265,83.84615384615384,83.77028850713062,85.85043988269796,83.84615384615385,11
15,0.21234679408371449,92.01331114808652,92.01869493050857,92.16396381718445,92.01331114808652,0.4532103424361493,83.07692307692308,82.99669477673945,83.09623602892835,83.07692307692308,11
16,0.22490201890468597,91.51414309484193,91.4531405945871,91.62577055198294,91.51414309484193,0.35961018078766455,85.38461538461539,85.30365554269291,85.43943612948138,85.38461538461539,11
17,0.24422486391114562,91.01497504159734,90.98590169569377,90.9699323626996,91.01497504159734,0.31057834003432716,87.6923076923077,87.60764851846444,87.57085379159847,87.6923076923077,11
